,name,hospital,distance
1398,1398,华润武钢总医院,1.91
1399,1399,武汉科技大学附属天佑医院,1.13
1400,1400,武汉市汉口医院,3.52
1401,1401,武汉市第八医院,0.74
1402,1402,武汉市第五医院,2.38
1403,1403,武汉市汉口医院,3.62
1404,1404,武汉市中心医院(后湖院区),5.54
1405,1405,武汉市中医医院（汉阳院区）,2.73
1406,1406,华润武钢总医院,0.62
1407,1407,华中科技大学同济医学院附属同济医院,0.56
1408,1408,武汉亚洲心脏病医院,0.69
1409,1409,武汉市肺科医院,5.47
1410,1410,武汉大学人民医院,2.99
1411,1411,武汉龙阳医院,8.23
1412,1412,武汉市第三医院,0.5
1413,1413,武汉市中心医院(后湖院区),6.58
1414,1414,武汉市第五医院,0.97
1415,1415,华中科技大学同济医学院附属协和医院,0.59
1416,1416,武汉市武昌医院,1.72
1417,1417,武汉市肺科医院,4.79
1418,1418,华中科技大学同济医院附属梨园医院,2.86
1419,1419,武汉市武昌医院,2.83
1420,1420,武汉市肺科医院,3.54
1421,1421,武汉市中心医院(后湖院区),0.55
1422,1422,武汉太康医院,8.28
1423,1423,武汉龙阳医院,8.15
1424,1424,湖北省第三人民医院,4.33
1425,1425,华润武钢总医院,2.45
1426,1426,武汉市中心医院,0.46
1427,1427,武汉市中医医院,1.14
1428,1428,华润武钢总医院,1.92
1429,1429,武汉市汉口医院,3.33
1430,1430,武汉市红十字会医院,1.45
1431,1431,武汉市第四医院,0.4
1432,1432,武汉市第五医院,0.88
1433,1433,武汉市汉阳医院,1.3
1434,1434,华中科技大学同济医学院附属同济医院,0.81
1435,1435,华中科技大学同济医院附属梨园医院,2.02
1436,1436,武汉龙阳医院,7.81
1437,1437,武汉市黄陂区人民医院,34.86
1438,1438,武汉市中南医院,1.63
1439,1439,武汉市第七医院,1.84
1440,1440,华中科技大学同济医学院附属协和医院（西院）,13.46
1441,1441,武汉市第三医院,0.32
1442,1442,武汉市汉口医院,5.5
1443,1443,武汉市汉阳医院,2.61
1444,1444,华中科技大学同济医院附属梨园医院,1.52
1445,1445,武汉亚洲心脏病医院,0.52
1446,1446,武汉市汉口医院,3.84
1447,1447,武汉市第五医院,0.77
1448,1448,武汉市肺科医院,5.51
1449,1449,武汉市第五医院,2.75
1450,1450,武汉市肺科医院,6.35
1451,1451,武汉大学人民医院（东院）,0.51
1452,1452,武汉市中心医院(后湖院区),2.21
1453,1453,武汉大学人民医院,0.94
1454,1454,武汉市汉口医院,3.53
1455,1455,武汉市中医医院,1.14
1456,1456,湖北省中医院,1.91
1457,1457,武汉市儿童医院,1.19
1458,1458,武汉龙阳医院,2.2
1459,1459,武汉市石化医院,2.01
1460,1460,武汉市中心医院(后湖院区),3.11
1461,1461,武汉市中心医院,0.0
1462,1462,武汉市武昌医院,1.0
1463,1463,武汉市汉口医院,4.79
1464,1464,武汉市肺科医院,4.29
1465,1465,华中科技大学同济医院附属梨园医院,2.6
1466,1466,武汉市第三医院,1.15
1467,1467,武汉龙阳医院,2.24
1468,1468,武汉龙阳医院,2.35
1469,1469,武汉市第四医院,0.65
1470,1470,武汉市中南医院,1.72
1471,1471,武汉市汉阳医院,1.14
1472,1472,武汉市第九医院,2.09
1473,1473,湖北省中西医结合医院,0.56
1474,1474,武汉市汉阳医院,1.91
1475,1475,武汉市中南医院,1.14
1476,1476,武汉市金银潭医院,5.08
1477,1477,武汉市第六医院,0.66
1478,1478,武汉市第五医院,1.51
1479,1479,武汉大学人民医院,8.74
1480,1480,武汉市第八医院,0.94
1481,1481,武汉市第三医院光谷院区,4.1
1482,1482,武汉市紫荆医院,0.54
1483,1483,中部战区总医院（汉口院区）,2.02
1484,1484,武汉市汉阳医院,1.26
